regulation_id,threshold_id,requirement_id,metric,operator,value,value_upper,unit,condition_context,consequence,threshold_type
APS-112,APS-112-THR-046,APS-112-REQ-037,risk_weight,==,30.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""with_LMI"", ""LVR_band"": ""80.01-90""}",ADI must apply a 30 per cent risk weight to owner-occupied P&I standard loans with LMI and LVR 80.01–90%.,informational
APS-112,APS-112-THR-047,APS-112-REQ-037,risk_weight,==,35.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""with_LMI"", ""LVR_band"": ""90.01-100""}",ADI must apply a 35 per cent risk weight to owner-occupied P&I standard loans with LMI and LVR 90.01–100%.,informational
APS-112,APS-112-THR-048,APS-112-REQ-037,risk_weight,==,40.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""with_LMI"", ""LVR_band"": "">100""}",ADI must apply a 40 per cent risk weight to owner-occupied P&I standard loans with LMI and LVR >100%.,informational
APS-112,APS-112-THR-049,APS-112-REQ-037,risk_weight,==,20.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": ""0-60""}",ADI must apply a 20 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR ≤60%.,informational
APS-112,APS-112-THR-050,APS-112-REQ-037,risk_weight,==,25.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": ""60.01-70""}",ADI must apply a 25 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR 60.01–70%.,informational
APS-112,APS-112-THR-051,APS-112-REQ-037,risk_weight,==,30.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": ""70.01-80""}",ADI must apply a 30 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR 70.01–80%.,informational
APS-112,APS-112-THR-052,APS-112-REQ-037,risk_weight,==,35.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": ""80.01-90""}",ADI must apply a 35 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR 80.01–90%.,informational
APS-112,APS-112-THR-053,APS-112-REQ-037,risk_weight,==,50.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": ""90.01-100""}",ADI must apply a 50 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR 90.01–100%.,informational
APS-112,APS-112-THR-054,APS-112-REQ-037,risk_weight,==,70.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": "">100""}",ADI must apply a 70 per cent risk weight to owner-occupied P&I standard loans without LMI and LVR >100%.,informational
APS-112,APS-112-THR-055,APS-112-REQ-037,risk_weight,==,25.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""0-60""}",ADI must apply a 25 per cent risk weight to other standard residential standard loans with LMI and LVR ≤60%.,informational
APS-112,APS-112-THR-056,APS-112-REQ-037,risk_weight,==,25.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""60.01-70""}",ADI must apply a 25 per cent risk weight to other standard residential standard loans with LMI and LVR 60.01–70%.,informational
APS-112,APS-112-THR-057,APS-112-REQ-037,risk_weight,==,30.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""70.01-80""}",ADI must apply a 30 per cent risk weight to other standard residential standard loans with LMI and LVR 70.01–80%.,informational
APS-112,APS-112-THR-058,APS-112-REQ-037,risk_weight,==,40.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""80.01-90""}",ADI must apply a 40 per cent risk weight to other standard residential standard loans with LMI and LVR 80.01–90%.,informational
APS-112,APS-112-THR-059,APS-112-REQ-037,risk_weight,==,45.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""90.01-100""}",ADI must apply a 45 per cent risk weight to other standard residential standard loans with LMI and LVR 90.01–100%.,informational
APS-112,APS-112-THR-060,APS-112-REQ-037,risk_weight,==,50.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": "">100""}",ADI must apply a 50 per cent risk weight to other standard residential standard loans with LMI and LVR >100%.,informational
APS-112,APS-112-THR-061,APS-112-REQ-037,risk_weight,==,25.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""0-60""}",ADI must apply a 25 per cent risk weight to other standard residential standard loans without LMI and LVR ≤60%.,informational
APS-112,APS-112-THR-062,APS-112-REQ-037,risk_weight,==,30.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""60.01-70""}",ADI must apply a 30 per cent risk weight to other standard residential standard loans without LMI and LVR 60.01–70%.,informational
APS-112,APS-112-THR-063,APS-112-REQ-037,risk_weight,==,40.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""70.01-80""}",ADI must apply a 40 per cent risk weight to other standard residential standard loans without LMI and LVR 70.01–80%.,informational
APS-112,APS-112-THR-064,APS-112-REQ-037,risk_weight,==,45.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""80.01-90""}",ADI must apply a 45 per cent risk weight to other standard residential standard loans without LMI and LVR 80.01–90%.,informational
APS-112,APS-112-THR-065,APS-112-REQ-037,risk_weight,==,65.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""90.01-100""}",ADI must apply a 65 per cent risk weight to other standard residential standard loans without LMI and LVR 90.01–100%.,informational
APS-112,APS-112-THR-066,APS-112-REQ-037,risk_weight,==,85.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": "">100""}",ADI must apply an 85 per cent risk weight to other standard residential standard loans without LMI and LVR >100%.,informational
APS-112,APS-112-THR-067,APS-112-REQ-037,risk_weight,==,55.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""with_LMI"", ""LVR_band"": ""note: Table 1 shows LMI row values 40/55/70 spanning LVR bands 80.01-90/90.01-100/>100 respectively for owner-occupied P&I; THR-046 and THR-047 already capture 30 and 35 for LMI at 80.01-90 and 90.01-100; this row captures the LMI risk weight of 55 at LVR 90.01-100 per the table layout""}","Per Table 1, the LMI row for owner-occupied P&I shows risk weights 40, 55, 70 for LVR bands 80.01-90, 90.01-100, >100 respectively — this threshold captures the 55 per cent value at LVR 90.01-100.",informational
APS-112,APS-112-THR-068,APS-112-REQ-037,risk_weight,==,70.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""with_LMI"", ""LVR_band"": "">100""}","Per Table 1, the LMI row for owner-occupied P&I shows a risk weight of 70 per cent at LVR >100%.",informational
APS-112,APS-112-THR-069,APS-112-REQ-037,risk_weight,==,85.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""owner_occupied_principal_and_interest"", ""LMI"": ""no_LMI"", ""LVR_band"": "">100""}","Per Table 1, the No LMI row for owner-occupied P&I shows a risk weight of 85 per cent at LVR >100%.",informational
APS-112,APS-112-THR-070,APS-112-REQ-037,risk_weight,==,70.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": ""90.01-100""}","Per Table 1, the LMI row for other standard residential shows a risk weight of 70 per cent at LVR 90.01–100%.",informational
APS-112,APS-112-THR-071,APS-112-REQ-037,risk_weight,==,85.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""with_LMI"", ""LVR_band"": "">100""}","Per Table 1, the LMI row for other standard residential shows a risk weight of 85 per cent at LVR >100%.",informational
APS-112,APS-112-THR-072,APS-112-REQ-037,risk_weight,==,85.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": ""90.01-100""}","Per Table 1, the No LMI row for other standard residential shows a risk weight of 85 per cent at LVR 90.01–100%.",informational
APS-112,APS-112-THR-073,APS-112-REQ-037,risk_weight,==,105.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""other_standard_residential"", ""LMI"": ""no_LMI"", ""LVR_band"": "">100""}","Per Table 1, the No LMI row for other standard residential shows a risk weight of 105 per cent at LVR >100%.",informational
APS-112,APS-112-THR-074,APS-112-REQ-038,risk_weight,==,35.0,,percent,"{""loan_type"": ""residential_secured"", ""scheme"": ""Australian_Government_Home_Guarantee_Scheme"", ""condition"": ""NHFIC_guarantee_certificate_issued""}",ADI may apply a 35 per cent risk weight to exposures under the Home Guarantee Scheme with a valid NHFIC guarantee certificate.,informational
APS-112,APS-112-THR-075,APS-112-REQ-039,LVR,>=,80.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""interest_only"", ""interest_only_term"": ""greater_than_5_years_or_unspecified""}",Interest-only loans with LVR >80% and interest-only term >5 years or unspecified must be classified as non-standard loans.,trigger
APS-112,APS-112-THR-076,APS-112-REQ-040,risk_weight,==,50.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""reverse_mortgage"", ""LVR_band"": ""0-60""}",ADI must apply a 50 per cent risk weight to reverse mortgage non-standard loans with LVR ≤60%.,informational
APS-112,APS-112-THR-077,APS-112-REQ-040,risk_weight,==,100.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""reverse_mortgage"", ""LVR_band"": "">60""}",ADI must apply a 100 per cent risk weight to reverse mortgage non-standard loans with LVR >60%.,informational
APS-112,APS-112-THR-078,APS-112-REQ-040,risk_weight,==,100.0,,percent,"{""loan_type"": ""residential_secured"", ""loan_category"": ""all_other_non_standard"", ""LVR_band"": ""any""}",ADI must apply a 100 per cent risk weight to all other non-standard residential loans regardless of LVR.,informational
APS-112,APS-112-THR-079,APS-112-REQ-041,consecutive_performing_months,>=,36.0,,months,"{""loan_type"": ""residential_secured"", ""loan_category"": ""non_standard_due_to_para5_failure""}",A non-standard loan may be reclassified as standard after 36 consecutive months of performing.,minimum
APS-112,APS-112-THR-080,APS-112-REQ-042,risk_weight,==,70.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": true, ""loan_classification"": ""standard"", ""LVR_band"": ""0-60""}",ADI must apply a 70 per cent risk weight to standard commercial property exposures dependent on cash flows with LVR ≤60%.,informational
APS-112,APS-112-THR-081,APS-112-REQ-042,risk_weight,==,90.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": true, ""loan_classification"": ""standard"", ""LVR_band"": ""60.01-80""}",ADI must apply a 90 per cent risk weight to standard commercial property exposures dependent on cash flows with LVR 60.01–80%.,informational
APS-112,APS-112-THR-082,APS-112-REQ-042,risk_weight,==,110.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": true, ""loan_classification"": ""standard"", ""LVR_band"": "">80""}",ADI must apply a 110 per cent risk weight to standard commercial property exposures dependent on cash flows with LVR >80%.,informational
APS-112,APS-112-THR-083,APS-112-REQ-042,risk_weight,==,150.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": true, ""loan_classification"": ""non_standard"", ""LVR_band"": ""any""}",ADI must apply a 150 per cent risk weight to non-standard commercial property exposures dependent on cash flows regardless of LVR.,informational
APS-112,APS-112-THR-084,APS-112-REQ-043,risk_weight,==,60.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": false, ""counterparty_type"": ""rated_corporate"", ""LVR_band"": ""0-60"", ""loan_classification"": ""standard""}",ADI must apply a 60 per cent risk weight (or Table 10 risk weight if lower) to rated corporate commercial property exposures not dependent on cash flows with LVR ≤60%.,informational
APS-112,APS-112-THR-085,APS-112-REQ-043,risk_weight,==,60.0,,percent,"{""loan_type"": ""commercial_secured"", ""cash_flow_dependent"": false, ""counterparty_type"": ""all_other_counterparties"", ""LVR_band"": ""0-60"", ""loan_classification"": ""standard""}",ADI must apply a 60 per cent risk weight to all other counterparty commercial property exposures not dependent on cash flows with LVR ≤60%.,informational
APS-112,APS-112-THR-086,APS-112-REQ-044,tangible_assets,>=,250000000.0,,AUD,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows""}",Borrower must have greater than $250 million in tangible assets to which the ADI has unconditional recourse for the exposure to qualify as not dependent on property cash flows.,minimum
APS-112,APS-112-THR-087,APS-112-REQ-044,single_asset_concentration,<=,25.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""metric_description"": ""no_single_real_estate_asset_as_percent_of_portfolio_by_value""}",No single real estate asset may represent more than 25 per cent of the borrower's real estate portfolio by value for the not-dependent classification to apply.,maximum
APS-112,APS-112-THR-088,APS-112-REQ-044,single_tenant_concentration_retail_shopping_centres,<=,25.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""portfolio_type"": ""retail_shopping_centres""}",No single tenant may represent more than 25 per cent of portfolio net rental income for retail shopping centre portfolios.,maximum
APS-112,APS-112-THR-089,APS-112-REQ-044,single_tenant_concentration_other_portfolios,<=,10.0,,percent,"{""loan_type"": ""commercial_secured"", ""classification"": ""not_dependent_on_property_cash_flows"", ""portfolio_type"": ""all_other_real_estate_portfolios"", ""exception"": ""Government_tenants_excluded""}",No single tenant may represent more than 10 per cent of portfolio net rental income for all other real estate portfolios (excluding Government tenants).,maximum
APS-112,APS-112-THR-090,APS-112-REQ-045,debt_to_qualifying_development_costs,<=,75.0,,percent,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""eligibility_for_100_percent_risk_weight""}",Total debt to qualifying development costs must be less than 75 per cent for an ADC exposure to qualify for the 100 per cent risk weight.,maximum
APS-112,APS-112-THR-091,APS-112-REQ-045,pre_sales_as_percent_of_total_debt,>=,100.0,,percent,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""exposure_greater_than_5_million_single_development""}","Where ADC exposure exceeds $5 million for a single development, qualifying pre-sales must be at least 100 per cent of total debt.",minimum
APS-112,APS-112-THR-092,APS-112-REQ-045,aggregate_exposure_threshold,>=,5000000.0,,AUD,"{""loan_type"": ""residential_secured"", ""exposure_type"": ""ADC"", ""condition"": ""pre_sales_requirement_trigger""}",Pre-sales requirement of 100 per cent of total debt applies where the exposure to the borrower exceeds $5 million in aggregate for a single development.,trigger
APS-112,APS-112-THR-093,APS-112-REQ-046,risk_weight,==,150.0,,percent,"{""loan_type"": ""all"", ""exposure_type"": ""ADC"", ""condition"": ""does_not_qualify_for_100_percent_risk_weight""}",ADI must apply a 150 per cent risk weight to all ADC exposures that do not meet the conditions for the 100 per cent risk weight.,informational
APS-112,APS-112-THR-094,APS-112-REQ-048,risk_weight,==,0.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""1""}",ADI must apply a 0 per cent risk weight to sovereign exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-095,APS-112-REQ-048,risk_weight,==,20.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""2""}",ADI must apply a 20 per cent risk weight to sovereign exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-096,APS-112-REQ-048,risk_weight,==,50.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to sovereign exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-097,APS-112-REQ-048,risk_weight,==,100.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to sovereign exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-098,APS-112-REQ-048,risk_weight,==,150.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to sovereign exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-099,APS-112-REQ-048,risk_weight,==,100.0,,percent,"{""exposure_type"": ""sovereign"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 100 per cent risk weight to unrated sovereign exposures.,informational
APS-112,APS-112-THR-100,APS-112-REQ-048,risk_weight,==,0.0,,percent,"{""exposure_type"": ""sovereign"", ""counterparty"": ""Australian_Government_or_RBA"", ""currency"": ""AUD"", ""funded_in"": ""AUD""}",Exposures to the Australian Government and RBA denominated and funded in AUD may be risk-weighted at zero per cent.,informational
APS-112,APS-112-THR-101,APS-112-REQ-049,risk_weight,==,20.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to domestic PSE exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-102,APS-112-REQ-049,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""2""}",ADI must apply a 50 per cent risk weight to domestic PSE exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-103,APS-112-REQ-049,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to domestic PSE exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-104,APS-112-REQ-049,risk_weight,==,100.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to domestic PSE exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-105,APS-112-REQ-049,risk_weight,==,150.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to domestic PSE exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-106,APS-112-REQ-049,risk_weight,==,50.0,,percent,"{""exposure_type"": ""domestic_PSE"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 50 per cent risk weight to unrated domestic PSE exposures.,informational
APS-112,APS-112-THR-107,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-108,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""2""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-109,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""3""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-110,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 50 per cent risk weight to short-term bank exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-111,APS-112-REQ-050,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to short-term bank exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-112,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 20 per cent risk weight to unrated short-term bank exposures (subject to sovereign floor).,informational
APS-112,APS-112-THR-113,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to long-term bank exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-114,APS-112-REQ-050,risk_weight,==,30.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""2""}",ADI must apply a 30 per cent risk weight to long-term bank exposures with credit rating grade 2.,informational
APS-112,APS-112-THR-115,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""3""}",ADI must apply a 50 per cent risk weight to long-term bank exposures with credit rating grade 3.,informational
APS-112,APS-112-THR-116,APS-112-REQ-050,risk_weight,==,100.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""4_or_5""}",ADI must apply a 100 per cent risk weight to long-term bank exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-117,APS-112-REQ-050,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""6""}",ADI must apply a 150 per cent risk weight to long-term bank exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-118,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""long_term"", ""credit_rating_grade"": ""unrated""}",ADI must apply a 50 per cent risk weight to unrated long-term bank exposures (subject to sovereign floor).,informational
APS-112,APS-112-THR-119,APS-112-REQ-050,risk_weight,==,20.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term_issue_specific"", ""credit_rating_grade"": ""1""}",ADI must apply a 20 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 1 (Table 8).,informational
APS-112,APS-112-THR-120,APS-112-REQ-050,risk_weight,==,50.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term_issue_specific"", ""credit_rating_grade"": ""2""}",ADI must apply a 50 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 2 (Table 8).,informational
APS-112,APS-112-THR-121,APS-112-REQ-050,risk_weight,==,100.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term_issue_specific"", ""credit_rating_grade"": ""3""}",ADI must apply a 100 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 3 (Table 8).,informational
APS-112,APS-112-THR-122,APS-112-REQ-050,risk_weight,==,150.0,,percent,"{""exposure_type"": ""bank"", ""maturity"": ""short_term_issue_specific"", ""credit_rating_grade"": ""4""}",ADI must apply a 150 per cent risk weight to short-term bank exposures with issue-specific credit rating grade 4 (Table 8).,informational
APS-112,APS-112-THR-123,APS-112-REQ-052,cover_pool_overcollateralisation,>=,10.0,,percent,"{""exposure_type"": ""covered_bond"", ""condition"": ""eligibility_for_Table_9_risk_weights""}",The nominal value of the cover pool must exceed the nominal outstanding value of the covered bond by at least 10 per cent for Table 9 risk weights to apply.,minimum
APS-112,APS-112-THR-124,APS-112-REQ-052,risk_weight,==,10.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""1""}",ADI may apply a 10 per cent risk weight to rated covered bond exposures with credit rating grade 1.,informational
APS-112,APS-112-THR-125,APS-112-REQ-052,risk_weight,==,20.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""2_or_3""}",ADI may apply a 20 per cent risk weight to rated covered bond exposures with credit rating grade 2 or 3.,informational
